no,date,red1,red2,red3,red4,red5,red6,blue1,dummy_red1,dummy_red2,dummy_red3,dummy_red4,dummy_red5,dummy_red6,dummy_blue1
06032,20060321,05,18,20,24,26,31,09,26,8,22,25,28,23,6
06033,20060323,15,20,22,23,27,31,06,7,25,29,27,26,32,5
06034,20060326,02,10,15,16,17,33,13,5,8,23,15,33,24,10
06035,20060328,03,09,13,21,27,29,13,28,9,21,22,3,15,12
06036,20060330,04,07,10,16,17,21,09,24,18,6,19,10,22,16
06037,20060402,02,12,23,24,25,32,14,32,26,5,18,15,27,14
06038,20060404,02,14,17,19,22,30,10,19,2,24,23,30,21,7
06039,20060406,16,19,22,28,31,32,03,11,22,7,27,3,16,12
06040,20060409,15,22,25,26,28,33,03,17,15,2,6,7,11,5
06041,20060411,03,10,16,18,21,28,04,6,4,32,16,15,12,7
06042,20060413,03,16,23,26,28,31,11,31,30,17,5,6,29,8
06043,20060416,05,12,13,16,23,32,03,12,27,4,28,17,30,5
06044,20060418,02,10,18,21,30,31,05,9,14,17,26,31,8,9
06045,20060420,06,07,10,14,20,21,04,32,21,16,15,24,25,11
06046,20060423,13,18,23,29,31,32,08,20,17,12,33,31,15,3
06047,20060425,02,17,20,22,28,32,03,5,20,33,32,16,24,16
06048,20060427,09,13,19,25,29,32,12,14,10,11,9,7,16,13
06049,20060430,06,10,12,13,17,20,03,10,1,18,23,3,27,16
06050,20060502,02,06,12,15,25,31,07,20,8,1,29,33,9,4
06051,20060504,02,06,07,17,27,30,16,15,24,28,4,18,16,1
06052,20060507,11,24,26,27,30,32,03,25,12,6,14,26,28,6
06053,20060509,01,11,17,27,28,31,02,7,20,27,14,32,5,16
06054,20060511,03,05,07,10,28,30,04,19,4,17,2,30,24,4
06055,20060514,04,05,28,29,31,33,11,32,31,22,6,29,17,10
06056,20060516,11,13,15,21,23,25,08,17,6,10,32,4,15,8
06057,20060518,03,04,17,18,21,31,08,3,6,11,17,28,7,8
06058,20060521,01,12,22,23,24,25,14,30,33,22,28,24,5,6
06059,20060523,05,10,15,17,27,29,11,33,14,20,26,10,7,5
06060,20060525,05,15,19,23,30,32,14,8,10,14,11,32,26,13
06061,20060528,05,13,17,19,25,30,11,25,9,5,29,20,22,14
06062,20060530,18,22,23,24,26,30,01,23,26,14,3,17,29,10
06063,20060601,04,05,15,21,23,24,08,6,17,10,14,5,30,10
06064,20060604,03,12,14,21,24,28,11,3,24,1,30,7,8,15
06065,20060606,04,08,17,28,29,30,13,9,32,24,5,20,12,12
06066,20060608,06,08,11,18,30,33,05,15,5,8,33,10,9,7
06067,20060611,07,08,11,16,17,24,13,1,26,25,18,10,19,1
06068,20060613,03,07,10,14,30,33,10,2,9,14,27,15,28,12
06069,20060615,05,16,20,22,29,30,08,28,6,32,11,12,16,5
06070,20060618,02,03,11,13,20,27,02,8,29,9,28,22,30,12
06071,20060620,05,11,12,19,29,31,01,10,23,5,8,3,30,10
06072,20060622,02,03,05,20,21,24,08,2,6,1,8,14,13,3
06073,20060625,05,13,16,18,27,29,12,21,20,13,6,18,23,15
06074,20060627,01,03,15,19,25,33,04,17,20,21,12,22,19,3
06075,20060629,10,21,22,23,25,33,11,3,8,11,16,5,19,10
06076,20060702,04,10,17,21,29,32,14,2,19,18,1,15,32,6
06077,20060704,08,09,12,13,19,33,09,9,30,5,26,3,15,5
06078,20060706,03,05,17,22,31,33,12,2,8,18,4,33,14,9
06079,20060709,06,11,13,17,20,32,08,15,27,32,9,14,6,9
06080,20060711,15,17,20,22,26,29,09,3,9,23,21,12,32,16
06081,20060713,14,16,18,21,22,32,04,7,9,3,32,4,23,15
06082,20060716,03,13,15,23,28,29,09,28,26,14,10,2,21,5
06083,20060718,07,09,18,19,26,29,10,5,31,16,22,26,4,14
06084,20060721,01,12,17,21,25,28,12,29,25,12,9,13,11,6
06085,20060723,02,06,18,21,24,25,08,1,27,24,30,6,19,11
06086,20060725,04,06,10,24,26,31,06,1,8,19,7,13,15,12
06087,20060727,04,05,08,09,12,30,05,24,29,25,30,3,23,13
06088,20060730,03,11,20,24,25,26,01,12,6,32,3,23,10,5
06089,20060801,01,13,16,18,19,22,01,28,9,12,8,33,5,2
06090,20060803,02,11,15,20,23,29,11,32,29,4,18,8,6,9
06091,20060806,07,08,12,21,22,24,07,32,29,4,25,2,12,15
06092,20060808,02,08,11,16,20,21,14,19,12,8,23,11,30,4
06093,20060810,02,12,16,18,19,23,05,32,7,30,22,20,18,4
06094,20060813,15,16,17,18,24,33,13,30,9,10,29,2,18,13
06095,20060815,01,03,17,20,21,29,16,28,4,5,7,10,12,5
06096,20060817,01,05,09,13,18,33,14,26,27,18,8,15,9,8
06097,20060820,11,14,15,20,26,27,12,10,15,18,29,32,24,2
06098,20060822,06,07,10,11,18,23,16,29,12,2,6,33,9,13
06099,20060824,09,12,18,23,24,27,05,17,29,31,23,1,7,7
06100,20060827,01,11,18,26,30,32,03,31,28,22,11,21,29,11
06101,20060829,09,12,20,26,27,28,16,29,9,21,31,33,15,13
06102,20060831,01,04,13,19,20,24,11,17,31,15,19,26,9,5
06103,20060903,12,14,15,25,28,31,06,1,3,33,8,2,23,15
06104,20060905,03,07,22,27,28,31,11,4,9,30,8,25,24,1
06105,20060907,05,12,14,15,20,31,01,19,2,9,29,1,5,4
06106,20060910,02,12,14,19,28,33,10,3,18,25,2,22,13,6
06107,20060912,01,06,08,13,17,30,07,7,30,28,10,14,23,7
06108,20060914,02,06,08,20,24,30,09,19,29,33,3,25,31,5
06109,20060917,01,05,17,18,23,26,13,22,19,8,26,28,10,5
06110,20060919,09,12,14,18,27,33,13,17,28,16,7,22,9,15
06111,20060921,01,08,11,16,17,22,15,4,1,24,16,15,31,13
06112,20060924,04,09,13,15,31,33,11,30,29,14,15,19,21,6
06113,20060926,05,14,17,18,28,33,02,20,17,30,19,9,26,11
06114,20060928,08,10,14,20,27,29,16,30,22,33,26,10,20,11
06115,20061001,01,10,20,26,28,29,15,13,22,16,19,12,27,11
06116,20061003,05,16,21,22,32,33,09,11,10,15,13,18,23,12
06117,20061005,06,14,20,22,23,26,09,18,15,21,3,10,14,15
06118,20061008,01,03,07,08,10,30,05,32,24,19,7,13,23,3
06119,20061010,01,02,14,20,27,30,02,20,3,27,13,17,22,11
06120,20061012,06,08,14,15,24,33,09,24,31,13,29,8,26,6
06121,20061015,03,04,06,27,31,33,06,21,32,4,14,5,7,12
06122,20061017,04,05,06,08,22,24,03,24,1,3,7,19,10,11
06123,20061019,02,03,20,25,28,32,06,16,10,22,1,18,3,5
06124,20061022,12,13,14,18,31,32,13,31,4,30,3,22,25,1
06125,20061024,15,19,23,30,32,33,06,15,19,33,28,1,4,1
06126,20061026,02,08,13,16,24,33,09,16,24,2,31,32,26,15
06127,20061029,03,04,11,17,19,30,01,25,9,7,31,23,24,13
06128,20061031,04,15,21,30,31,33,05,4,33,18,22,9,7,4
06129,20061102,09,14,18,22,27,29,12,11,22,24,9,20,19,14
06130,20061105,01,12,21,22,30,32,02,14,16,25,20,26,4,1
06131,20061107,03,04,09,22,26,33,01,15,5,21,7,32,4,11
06132,20061109,06,14,22,26,30,33,01,9,18,16,28,6,4,3
06133,20061112,04,06,20,25,29,31,03,31,17,4,25,16,3,3
06134,20061114,10,13,18,26,28,30,12,12,6,11,21,26,23,12
06135,20061116,04,19,21,22,23,31,04,16,8,11,13,33,12,12
06136,20061119,11,15,17,21,22,24,05,3,32,13,29,4,28,14
06137,20061121,10,14,17,21,27,31,09,31,7,1,33,26,15,7
06138,20061123,04,09,11,17,18,26,08,16,3,31,33,8,11,6
06139,20061126,07,08,14,21,23,25,05,24,3,32,29,13,8,11
06140,20061128,01,08,11,18,19,23,05,21,15,19,1,18,6,3
06141,20061130,16,18,22,23,25,31,11,28,30,12,24,8,7,7
06142,20061203,10,16,19,22,26,27,16,22,23,32,33,19,5,8
06143,20061205,01,15,20,29,31,32,08,24,21,32,33,15,7,12
06144,20061207,04,10,13,16,22,29,06,31,21,26,7,15,32,4
06145,20061210,02,07,23,26,28,31,07,22,15,8,5,31,1,16
06146,20061212,03,09,13,23,28,30,05,13,33,1,21,29,8,10
06147,20061214,01,04,15,17,27,31,01,9,3,29,10,30,5,3
06148,20061217,04,08,12,13,23,29,01,15,29,2,21,22,9,9
06149,20061219,02,03,05,11,15,32,15,31,10,19,22,25,13,14
06150,20061221,08,09,12,18,25,27,12,7,17,18,33,28,11,4
06151,20061224,01,03,04,06,16,22,08,1,23,26,11,17,3,4
06152,20061226,01,14,20,25,27,31,15,17,25,2,10,31,18,15
06153,20061228,01,07,11,20,30,33,10,32,20,28,33,25,21,5
06154,20061231,07,14,18,20,30,33,13,4,29,21,19,16,22,13
07001,20070102,02,04,09,10,20,26,14,11,3,33,10,19,27,16
07002,20070104,05,06,14,20,21,22,01,4,16,15,20,9,2,4
07003,20070107,05,09,11,12,22,27,15,28,8,30,24,21,3,11
07004,20070109,03,07,10,13,25,33,10,29,31,25,18,26,11,3
07005,20070111,01,05,06,16,24,30,12,11,15,4,3,30,19,15
07006,20070114,06,10,14,22,26,27,11,32,19,5,4,30,16,14
07007,20070116,04,12,15,17,22,32,14,23,25,22,10,1,7,7
07008,20070118,01,04,05,18,19,25,10,5,21,31,18,6,12,1
07009,20070121,02,04,14,15,25,27,15,16,15,9,28,17,2,15
07010,20070123,03,08,14,17,30,32,05,22,18,24,16,2,12,1
07011,20070125,03,10,15,25,28,33,16,7,15,20,13,26,24,14
07012,20070128,03,05,07,21,26,28,04,13,10,30,25,23,11,2
07013,20070130,05,15,18,27,29,32,05,7,16,22,27,20,17,11
07014,20070201,01,13,16,20,24,26,09,33,11,22,16,7,3,12
07015,20070204,03,04,08,18,22,30,15,25,19,23,24,32,17,15
07016,20070206,01,18,20,22,26,33,05,32,14,2,18,21,4,6
07017,20070208,05,09,10,24,25,32,14,17,28,32,2,29,33,12
07018,20070211,01,12,18,20,21,26,11,13,30,19,4,27,3,9
07019,20070213,04,11,16,23,29,31,14,26,10,28,16,8,20,1
07020,20070215,05,10,16,20,28,31,14,2,7,25,33,16,27,13
07021,20070225,03,06,09,11,25,31,13,4,13,10,31,9,21,2
07022,20070227,02,04,07,10,18,27,10,27,14,3,30,2,9,6
07023,20070301,03,07,13,17,32,33,02,4,8,20,28,24,15,14
07024,20070304,08,09,17,25,27,32,06,26,15,11,4,13,18,13
07025,20070306,03,16,18,22,23,26,03,17,33,16,2,19,14,14
07026,20070308,01,04,14,16,26,29,10,4,2,24,12,17,5,12
07027,20070311,02,03,09,22,24,27,11,25,21,30,27,32,17,6
07028,20070313,03,08,13,20,29,30,11,16,5,32,21,11,23,6
07029,20070315,06,08,09,11,19,21,10,17,9,2,30,27,20,10
07030,20070318,03,16,21,22,27,30,04,12,23,2,17,27,14,16
07031,20070320,04,06,10,12,19,31,01,17,27,6,13,28,12,8
07032,20070322,04,08,16,24,30,32,16,25,13,33,8,20,28,11
07033,20070325,03,04,11,17,18,28,09,3,15,10,6,29,4,8
07034,20070327,02,09,12,14,23,25,16,4,2,3,13,21,1,2
07035,20070329,01,04,08,12,29,31,06,23,10,3,17,1,15,11
07036,20070401,03,14,21,23,30,31,10,11,20,1,5,14,2,7
07037,20070403,10,11,16,23,31,33,16,10,23,18,21,25,8,8
07038,20070405,03,11,14,19,21,30,05,27,19,28,15,17,18,14
07039,20070408,06,07,19,24,27,29,01,11,23,26,2,31,29,14
07040,20070410,13,14,15,19,24,30,10,11,7,2,22,28,21,14
07041,20070412,01,03,09,11,26,31,12,24,19,7,25,33,11,3
07042,20070415,03,13,16,19,32,33,08,27,25,11,28,29,2,13
07043,20070417,03,08,10,11,14,30,05,17,11,25,14,20,9,11
07044,20070419,09,13,20,21,24,32,08,31,17,32,15,18,33,3
07045,20070422,01,12,18,21,28,30,10,13,5,11,29,16,20,10
07046,20070424,02,06,07,09,19,26,14,10,31,20,24,1,19,16
07047,20070426,02,04,16,18,23,30,06,10,13,2,33,25,3,11
07048,20070429,02,11,12,15,17,28,12,32,23,12,27,7,16,16
07049,20070501,04,14,18,19,31,33,02,3,13,21,31,12,9,2
07050,20070503,01,05,08,13,18,25,02,3,11,23,12,30,10,4
07051,20070506,03,14,16,26,27,33,13,4,10,31,23,15,3,6
07052,20070508,02,03,07,08,26,29,07,31,25,7,15,9,10,4
07053,20070510,10,13,16,17,18,27,11,27,1,23,14,26,21,5
07054,20070513,01,03,16,18,23,28,05,18,24,26,15,3,23,5
07055,20070515,02,06,11,22,28,29,02,28,17,33,16,24,13,15
07056,20070517,14,17,21,29,31,32,12,5,32,27,8,22,11,12
07057,20070520,05,11,18,19,20,21,09,28,18,16,32,23,11,11
07058,20070522,07,08,10,13,25,27,07,20,5,31,7,18,30,4
07059,20070524,01,03,04,06,07,29,14,13,4,18,29,1,25,5
07060,20070527,01,02,08,16,19,29,05,31,24,11,14,2,7,16
07061,20070529,01,06,07,11,20,23,05,26,29,9,18,19,8,9
07062,20070531,08,17,20,29,30,33,09,9,30,20,7,14,15,8
07063,20070603,10,15,17,24,26,28,12,21,13,15,2,5,14,12
07064,20070605,02,06,09,16,21,23,16,22,10,28,14,25,12,12
07065,20070607,04,07,19,21,25,31,07,26,12,11,14,28,17,1
07066,20070610,05,11,16,24,32,33,08,27,24,23,1,19,7,16
07067,20070612,06,11,13,17,21,23,11,2,14,23,11,19,17,11
07068,20070614,11,18,19,22,23,28,01,26,21,15,2,16,7,12
07069,20070617,03,04,11,12,14,32,12,6,30,11,12,10,22,16
07070,20070619,06,08,15,17,18,30,12,10,22,5,17,29,32,8
07071,20070621,01,06,14,21,30,31,09,28,33,9,1,21,3,4
07072,20070624,02,04,08,13,14,33,16,10,14,19,16,12,1,1
07073,20070626,05,09,11,19,28,31,02,9,20,4,8,31,7,15
07074,20070628,08,13,15,25,27,28,03,2,14,1,22,5,19,10
07075,20070701,13,16,17,22,30,32,03,12,10,26,23,3,1,1
07076,20070703,06,12,15,16,20,31,02,31,4,7,24,5,11,14
07077,20070705,06,08,14,21,28,29,02,19,16,20,4,13,6,6
07078,20070708,04,06,07,23,25,32,01,12,32,3,22,23,15,11
07079,20070710,03,04,14,20,21,25,14,18,22,5,13,8,14,11
07080,20070712,01,08,16,18,19,29,04,8,16,5,20,27,30,7
07081,20070715,09,14,15,19,24,33,13,6,18,4,21,2,9,8
07082,20070717,05,15,17,18,25,32,15,32,7,21,11,33,13,11
07083,20070719,11,14,18,20,21,26,05,9,24,28,10,31,19,8
07084,20070722,06,10,12,14,20,27,10,17,25,10,31,19,11,9
07085,20070724,02,12,17,19,29,30,12,31,15,32,11,2,16,1
07086,20070726,05,08,14,22,27,29,16,7,6,26,31,15,1,4
07087,20070729,01,03,04,05,08,21,09,15,16,12,11,2,1,11
07088,20070731,02,04,10,28,29,33,06,8,23,20,3,13,29,2
07089,20070802,03,07,08,15,19,28,03,3,8,29,4,30,10,13
07090,20070805,05,11,13,27,30,31,02,24,25,12,3,17,14,1
07091,20070807,02,11,17,30,31,32,07,10,28,21,25,15,22,11
07092,20070809,14,18,22,23,24,33,09,25,33,15,27,16,21,8
07093,20070812,05,10,13,15,19,29,02,3,7,11,9,16,30,10
07094,20070814,03,05,18,19,24,32,02,28,9,31,19,30,22,11
07095,20070816,01,06,08,18,29,32,07,17,26,22,32,2,3,14
07096,20070819,09,10,20,22,30,32,08,7,2,32,21,15,14,7
07097,20070821,04,08,13,18,26,30,11,14,29,6,30,16,12,10
07098,20070823,02,03,05,11,19,20,12,29,21,4,5,17,1,9
07099,20070826,03,04,14,27,31,33,05,17,28,15,24,26,32,15
07100,20070828,08,18,27,29,30,32,06,7,2,22,20,31,10,7
07101,20070830,15,16,18,21,22,30,14,29,7,6,5,2,32,5
07102,20070902,04,06,08,18,20,33,11,4,10,21,23,9,18,15
07103,20070904,07,09,25,27,30,32,01,14,4,11,29,8,31,4
07104,20070906,02,08,12,14,20,32,04,20,15,23,19,11,10,4
07105,20070909,02,07,10,17,23,29,14,5,14,30,31,17,26,5
07106,20070911,12,18,21,24,25,29,08,27,31,14,32,4,3,8
07107,20070913,02,08,09,18,24,28,10,10,21,20,4,5,19,8
07108,20070916,03,07,12,13,20,33,02,19,6,16,18,22,10,2
07109,20070918,01,04,07,08,13,14,04,17,28,31,3,8,7,5
07110,20070920,02,04,07,15,24,28,03,2,14,16,6,11,8,3
07111,20070923,02,09,10,12,13,17,11,10,32,19,2,12,28,13
07112,20070925,07,11,14,16,25,32,11,26,19,10,16,28,13,16
07113,20070927,04,18,23,25,26,31,10,11,29,12,16,33,13,6
07114,20070930,05,12,15,24,27,33,05,26,18,29,27,21,20,9
07115,20071002,01,05,10,16,20,26,02,19,14,11,32,21,26,12
07116,20071004,03,05,07,11,17,27,13,5,25,16,22,24,17,13
07117,20071007,03,07,09,10,26,32,01,4,33,5,17,19,20,1
07118,20071009,04,10,16,18,25,32,15,25,13,6,1,16,33,16
07119,20071011,03,08,11,13,25,31,12,28,23,17,19,31,5,9
07120,20071014,06,07,11,12,18,25,01,13,20,28,1,22,19,7
07121,20071016,03,10,21,22,27,28,06,5,24,17,30,33,20,15
07122,20071018,04,07,19,24,26,32,09,3,8,1,29,26,23,5
07123,20071021,01,13,15,23,28,32,02,31,3,23,4,22,28,15
07124,20071023,03,07,13,16,19,32,16,6,18,33,22,29,4,14
07125,20071025,03,05,18,20,27,33,01,3,12,8,4,15,23,2
07126,20071028,09,10,19,23,26,31,09,13,15,14,32,11,22,3
07127,20071030,06,09,13,16,24,28,11,8,21,15,31,2,22,7
07128,20071101,09,10,19,21,27,31,05,27,30,10,31,15,23,11
07129,20071104,05,07,20,21,22,30,08,5,16,29,13,33,3,11
07130,20071106,03,05,09,11,27,31,04,7,28,30,16,4,26,15
07131,20071108,03,05,07,16,22,27,05,31,2,15,23,19,27,7
07132,20071111,01,09,16,21,22,23,05,13,11,17,16,14,7,8
07133,20071113,03,06,07,11,13,33,10,14,5,6,28,11,7,10
07134,20071115,01,04,10,13,18,25,15,33,14,21,8,16,25,12
07135,20071118,01,11,16,26,31,33,16,6,10,29,33,17,8,1
07136,20071120,01,02,18,21,25,29,14,24,19,26,6,1,27,16
07137,20071122,03,07,08,18,20,22,03,3,6,23,27,14,15,3
07138,20071125,02,03,15,17,19,25,16,27,5,32,15,25,22,1
07139,20071127,06,10,12,14,16,22,06,10,16,11,15,19,14,10
07140,20071129,01,05,16,21,22,26,11,9,30,1,4,16,2,2
07141,20071202,02,03,04,06,17,31,08,33,20,19,7,13,16,5
07142,20071204,11,20,25,26,27,30,08,23,27,4,9,7,24,13
07143,20071206,01,06,22,23,24,26,04,3,19,25,16,27,20,9
07144,20071209,08,14,23,25,28,32,16,22,1,13,29,23,4,3
07145,20071211,08,09,11,12,25,31,11,11,32,22,16,20,19,1
07146,20071213,04,18,22,24,26,30,09,25,27,12,26,4,8,3
07147,20071216,03,07,18,24,26,27,04,33,28,26,15,14,8,6
07148,20071218,03,09,16,17,23,28,07,32,23,20,9,24,10,6
07149,20071220,01,17,19,22,28,30,03,32,29,14,27,12,8,6
07150,20071223,03,05,11,13,19,24,05,20,14,33,2,9,15,5
07151,20071225,01,06,10,11,23,25,02,10,32,21,17,4,28,10
07152,20071227,11,17,21,29,30,33,08,7,26,2,10,6,32,11
07153,20071230,01,04,19,20,25,31,15,27,29,11,26,23,3,3
08001,20080101,02,04,07,09,14,29,03,30,24,4,7,17,28,13
08002,20080103,03,04,18,22,25,29,09,31,29,4,5,28,2,3
08003,20080106,06,08,11,13,17,19,12,16,30,5,20,27,12,12
08004,20080108,04,08,22,23,27,29,08,12,5,3,10,24,29,3
08005,20080110,03,05,15,22,24,25,15,32,33,24,9,27,6,5
08006,20080113,01,14,16,18,22,27,14,29,28,16,25,4,23,1
08007,20080115,01,13,17,22,23,30,11,14,1,9,16,25,8,8
08008,20080117,02,15,16,23,26,27,07,14,10,1,24,15,21,5
08009,20080120,09,21,29,30,31,32,16,31,3,33,28,10,14,3
08010,20080122,03,08,11,17,21,27,09,6,21,3,15,20,18,4
08011,20080124,02,14,17,21,30,32,03,10,13,3,30,2,25,12
08012,20080127,03,04,05,16,20,30,13,1,24,28,18,21,20,12
08013,20080129,02,08,15,16,22,28,10,26,24,30,23,33,1,16
08014,20080131,03,09,11,17,21,31,14,28,5,9,14,15,20,16
08015,20080203,06,08,11,16,29,33,03,4,10,7,22,14,20,12
08016,20080205,03,12,14,21,29,33,13,4,16,24,31,14,23,6
08017,20080214,02,05,07,17,20,22,02,18,14,25,3,12,13,9
08018,20080217,02,05,06,23,26,33,13,18,23,28,21,13,3,9
08019,20080219,02,09,11,17,27,31,05,24,31,20,29,14,25,14
08020,20080221,03,10,13,15,28,30,03,27,29,18,5,4,33,11
08021,20080224,09,12,19,20,26,28,15,33,10,2,12,26,16,15
08022,20080226,12,18,20,24,28,32,05,22,4,30,20,19,12,9
08023,20080228,08,16,18,25,26,32,02,9,17,20,28,3,8,8
08024,20080302,11,20,21,26,28,30,13,33,1,20,8,27,17,6
08025,20080304,08,16,17,18,19,21,14,13,21,14,2,32,30,15
08026,20080306,05,17,19,27,29,32,03,16,1,31,6,32,9,2
08027,20080309,15,18,19,23,24,26,13,6,19,29,2,25,14,14
08028,20080311,01,13,21,26,29,32,10,11,25,15,31,22,21,15
08029,20080313,01,09,14,22,29,32,12,4,18,30,26,19,31,13
08030,20080316,06,15,18,19,20,28,11,6,18,5,25,24,7,4
08031,20080318,03,06,11,15,21,31,13,32,24,8,20,19,14,2
08032,20080320,05,14,16,21,23,28,13,26,2,14,12,3,20,8
08033,20080323,12,17,18,30,31,33,04,18,26,29,23,31,19,4
08034,20080325,03,05,09,11,21,29,09,15,7,17,13,30,18,14
08035,20080327,07,11,14,17,18,29,16,32,8,6,21,5,11,11
08036,20080330,02,06,13,18,23,28,16,7,13,1,16,8,5,4
08037,20080401,01,12,22,24,28,31,06,24,19,4,31,20,26,10
08038,20080403,03,09,10,11,15,19,13,25,31,21,26,20,23,13
08039,20080406,01,07,10,13,22,29,01,24,27,3,16,9,2,7
08040,20080408,06,13,22,25,27,28,09,22,2,7,24,32,16,1
08041,20080410,08,11,20,22,23,27,04,25,21,31,7,12,3,8
08042,20080413,03,04,09,11,12,24,01,29,21,18,32,26,23,13
08043,20080415,03,10,16,22,27,33,14,21,13,22,1,19,30,16
08044,20080417,05,07,09,20,26,29,09,24,8,23,15,26,28,3
08045,20080420,01,10,13,21,29,32,04,3,30,17,15,8,27,13
08046,20080422,15,16,18,24,28,33,15,16,13,17,28,21,6,14
08047,20080424,09,12,13,14,20,22,10,23,21,28,1,30,16,11
08048,20080427,11,18,21,27,30,32,01,17,5,20,29,19,1,14
08049,20080429,03,10,12,13,19,25,04,8,14,4,28,33,15,14
08050,20080501,01,11,19,24,26,27,03,27,17,28,4,25,30,9
08051,20080504,01,04,08,10,13,33,11,16,17,33,19,8,11,8
08052,20080506,02,10,17,23,29,31,10,22,9,25,32,28,15,8
08053,20080508,06,12,19,20,21,27,04,7,20,28,33,1,32,16
08054,20080511,02,06,16,17,20,25,07,17,6,4,13,12,28,16
08055,20080513,11,16,19,23,26,31,04,10,32,20,8,2,31,9
08056,20080515,08,13,22,23,25,30,07,17,10,2,6,8,13,10
08057,20080518,19,20,21,26,28,30,08,14,4,7,1,31,13,13
08058,20080520,01,12,21,27,29,31,11,22,2,27,28,5,10,12
08059,20080522,02,06,15,29,31,32,16,7,4,11,30,33,1,1
08060,20080525,06,07,08,17,30,32,03,13,25,4,5,21,14,16
08061,20080527,01,02,05,12,26,31,06,30,29,15,17,21,25,6
08062,20080529,06,08,13,17,24,27,15,15,9,10,4,27,26,2
08063,20080601,05,09,11,14,16,17,15,18,7,1,33,27,24,16
08064,20080603,01,02,07,09,12,18,12,3,15,23,33,22,13,4
08065,20080605,05,13,15,19,30,31,05,14,31,15,5,20,28,7
08066,20080608,07,12,21,22,29,30,08,15,10,20,12,26,14,8
08067,20080610,10,11,15,19,26,33,13,5,12,13,29,20,10,7
08068,20080612,05,07,17,23,27,29,07,24,2,22,25,30,19,15
08069,20080615,05,08,17,20,26,30,10,21,12,7,24,25,14,1
08070,20080617,05,06,12,15,18,33,13,8,27,20,22,7,13,3
08071,20080619,01,06,21,26,27,28,09,16,29,17,1,13,7,15
08072,20080622,01,05,10,18,22,30,09,3,25,16,2,20,31,5
08073,20080624,01,09,13,22,28,33,08,22,15,25,13,5,30,13
08074,20080626,01,11,15,19,20,24,09,28,21,2,16,11,23,5
08075,20080629,01,08,14,18,22,30,03,3,23,5,20,2,25,8
08076,20080701,02,05,07,11,13,18,11,11,14,21,5,10,13,9
08077,20080703,04,12,22,26,30,33,09,9,19,12,7,4,11,13
08078,20080706,06,13,16,26,30,33,01,21,26,13,19,30,24,3
08079,20080708,03,04,05,10,20,32,09,13,15,14,5,29,24,11
08080,20080710,04,14,22,25,29,32,14,30,11,6,18,33,26,1
08081,20080713,02,12,13,18,25,31,04,6,21,10,26,16,2,1
08082,20080715,04,08,10,12,21,26,09,27,8,2,12,14,26,8
08083,20080717,07,08,09,18,29,32,09,18,11,24,6,12,29,12
08084,20080720,04,07,13,20,29,30,16,22,31,33,23,18,32,7
08085,20080722,01,04,12,20,24,29,15,2,8,14,10,30,11,4
08086,20080724,04,05,10,26,27,30,12,29,20,17,1,25,33,14
08087,20080727,01,07,26,29,30,31,06,19,14,31,20,22,21,14
08088,20080729,01,06,08,16,17,23,05,26,7,2,12,17,21,3
08089,20080731,03,06,11,16,22,27,11,19,22,6,17,31,11,9
08090,20080803,02,07,14,18,19,24,01,32,13,6,18,12,10,12
08091,20080805,03,12,14,23,31,32,10,30,11,3,2,21,31,7
08092,20080807,01,03,18,27,28,30,05,13,32,14,12,30,8,4
08093,20080810,04,10,12,16,26,28,07,24,15,21,19,4,30,12
08094,20080812,01,04,15,16,23,28,14,25,12,8,1,16,23,6
08095,20080814,03,08,14,21,28,29,03,3,31,2,25,33,22,6
08096,20080817,06,08,12,24,27,31,14,11,32,18,28,9,3,10
08097,20080819,03,06,08,09,16,17,13,33,28,27,30,9,19,12
08098,20080821,06,07,10,11,15,30,01,27,3,9,23,15,6,2
08099,20080824,10,15,16,22,23,24,07,33,8,20,26,13,9,5
08100,20080826,08,14,17,21,27,28,14,25,11,8,15,10,28,7
08101,20080828,09,17,21,26,28,30,04,4,24,15,30,3,7,10
08102,20080831,03,07,12,21,25,32,05,18,9,25,2,29,10,12
08103,20080902,01,12,16,18,22,33,04,31,13,16,32,25,12,7
08104,20080904,03,06,08,17,24,31,01,33,2,26,27,9,10,15
08105,20080907,05,17,19,27,28,32,02,33,5,21,13,9,14,11
08106,20080909,14,19,25,27,29,30,15,10,19,1,15,14,31,1
08107,20080911,06,13,18,22,27,32,04,2,1,30,11,25,14,1
08108,20080914,09,10,15,17,23,30,12,6,10,31,15,19,13,5
08109,20080916,04,07,09,16,21,28,10,26,12,9,17,21,4,8
08110,20080918,10,16,22,23,29,31,02,11,17,8,10,21,25,5
08111,20080921,17,18,21,25,31,32,06,30,21,9,29,10,19,5
08112,20080923,05,13,14,19,22,23,06,23,12,18,7,8,22,8
08113,20080925,06,09,10,12,17,22,09,19,8,14,23,21,4,7
08114,20080928,04,09,20,24,25,31,14,16,3,18,25,9,29,15
08115,20080930,02,12,13,14,17,18,06,16,7,28,33,15,19,2
08116,20081002,03,07,21,22,24,29,14,33,7,27,28,19,14,14
08117,20081005,03,05,07,10,14,33,07,33,4,29,25,26,8,1
08118,20081007,04,09,16,27,31,33,01,20,5,30,28,21,16,15
08119,20081009,05,07,09,15,24,29,07,17,28,13,31,24,10,1
08120,20081012,10,11,22,24,26,33,02,17,25,3,20,23,13,11
08121,20081014,02,22,23,27,31,32,06,10,8,14,19,28,2,4
